codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
45718;PTTIC;AVIÃO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOÉLICE;2;BIMOTOR;5239;10;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45715;PPAMX;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;11;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45714;PTOLL;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2449;6;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0
45713;PTGMM;AVIÃO;CIRRUS;SR22;SR22;PISTÃO;1;MONOMOTOR;1542;4;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;***;0
45712;PRBGA;HELICÓPTERO;EUROCOPTER;EC 225 LP;EC25;TURBOEIXO;2;BIMOTOR;11000;21;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;LEVE;0
45711;PPSGB;AVIÃO;CIRRUS;SR20;SR20;PISTÃO;1;MONOMOTOR;1315;4;2002;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;LEVE;0
45710;PRWJB;AVIÃO;BOEING COMPANY;737-341;B733;JATO;2;BIMOTOR;61235;156;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45709;PRMHX;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
45707;PRCOC;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;1;MONOMOTOR;1950;6;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
45706;PTEVN;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
45705;PRWJB;AVIÃO;BOEING COMPANY;737-341;B733;JATO;2;BIMOTOR;61235;156;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45703;N844MH;AVIÃO;BOEING COMPANY;767-432ER;***;JATO;2;BIMOTOR;204120;0;2002;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;***;LEVE;0
45701;PRDEP;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;1;MONOMOTOR;1542;4;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45700;PPPJL;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;2;BIMOTOR;50300;106;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45699;PRGTA;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;79000;194;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0
45698;PPJAJ;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;1;MONOMOTOR;2250;6;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;PRIVADA;NENHUM;0
45697;PRPSF;AVIÃO;EMBRAER;EMB-145EP;E145;JATO;2;BIMOTOR;20990;54;1997;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
45696;PPGRB;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45695;PRCHK;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45694;PTVIY;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1989;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
45693;PRSEF;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0
45692;PPYOF;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4717;7;2000;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
45691;PTYND;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;2;BIMOTOR;2850;8;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
45689;PPKKA;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;6;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45689;PPOFF;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;1;MONOMOTOR;1542;4;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;NENHUM;0
45689;PTOTG;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4694;13;1985;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
45686;PPPJN;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;2;BIMOTOR;50300;112;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45685;PRCHX;HELICÓPTERO;EUROCOPTER;EC 225 LP;EC25;TURBOEIXO;2;BIMOTOR;11000;21;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45684;PTHFS;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;PISTÃO;1;MONOMOTOR;1088;4;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
45682;PRMEU;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2+;EC35;TURBOEIXO;2;BIMOTOR;2910;8;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45681;PRACG;AVIÃO;BOEING COMPANY;767-316F;B763;JATO;2;BIMOTOR;186880;6;2000;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;REGULAR;SUBSTANCIAL;0
45680;PRAZX;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-202;AT72;TURBOÉLICE;2;BIMOTOR;22000;73;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
45678;PRCOB;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1974;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;POLICIAL;LEVE;0
45677;PTOTV;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;2;BIMOTOR;3946;7;1981;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0
45671;PTDIQ;AVIÃO;BEECH AIRCRAFT;B90;BE9L;TURBOÉLICE;2;BIMOTOR;4377;6;1968;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45670;PRMBQ;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;2;BIMOTOR;77000;184;2001;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;REGULAR;LEVE;0
45669;PTYDI;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76A;S76;TURBOEIXO;2;BIMOTOR;4763;14;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;0
45668;PRSEF;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
45667;PTRTW;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1983;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
45658;PRPHE;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;6;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45656;PTCQA;AVIÃO;BEECH AIRCRAFT;A36TC;BE36;PISTÃO;1;MONOMOTOR;1656;6;1981;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;***;0
45655;PREAN;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;1;MONOMOTOR;2250;6;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;POLICIAL;SUBSTANCIAL;0
45654;PPGFD;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1992;BRASIL;BRASIL;AEROCLUBE DE SANTA CATARINA;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;SUBSTANCIAL;0
45653;ZSSXY;AVIÃO;AIRBUS INDUSTRIE;A330-243;A332;JATO;2;BIMOTOR;230000;0;0;ÁFRICA DO SUL;ÁFRICA DO SUL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;***;***;0
45652;PPGQJ;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0
45651;PPCIE;AVIÃO;CIRRUS;SR20;SR20;PISTÃO;1;MONOMOTOR;1315;4;2000;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;CRUZEIRO;PRIVADA;LEVE;0
45647;PRLDG;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45625;PTEVP;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45624;PTXLI;AVIÃO;LEARJET;35A;LJ35;JATO;2;BIMOTOR;7711;10;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
45619;PUGCP;ULTRALEVE;***;FENIX 0202;ULAC;PISTÃO;1;MONOMOTOR;470;2;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0
45618;PPHMF;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C-1REBOCADOR;PAUL;PISTÃO;1;MONOMOTOR;520;1;1962;BRASIL;BRASIL;BLUMENAU;BLUMENAU;VOO A BAIXA ALTURA;INSTRUÇÃO;SUBSTANCIAL;0
45612;PPGMG;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
45611;N954AR;AVIÃO;MCDONNELL DOUGLAS;MD-11F;***;JATO;3;TRIMOTOR;285990;0;1992;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;***;NENHUM;0
45610;PPGGK;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;INSTRUÇÃO;LEVE;0
45609;PPPJN;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;2;BIMOTOR;50300;112;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
45604;PRWJC;AVIÃO;BOEING COMPANY;737-341;B733;JATO;2;BIMOTOR;61234;156;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;REGULAR;NENHUM;0
45602;PPGXE;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;1;MONOMOTOR;660;2;1962;BRASIL;BRASIL;PIRACICABA;PIRACICABA;INDETERMINADA;INSTRUÇÃO;SUBSTANCIAL;0
45601;PRGTI;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;70533;194;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;REGULAR;NENHUM;0
45600;PTGGG;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1976;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
45599;PTCJX;AVIÃO;PIPER AIRCRAFT;PA-23-250;PA27;PISTÃO;2;BIMOTOR;2358;6;1966;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
45598;PPGXN;AVIÃO;NEIVA;56-C;PAUL;PISTÃO;1;MONOMOTOR;660;2;1961;BRASIL;BRASIL;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;DECOLAGEM;INSTRUÇÃO;LEVE;0
45597;PTKPG;AVIÃO;BEECH AIRCRAFT;A56TC;BE56;PISTÃO;2;BIMOTOR;2717;6;1970;BRASIL;BRASIL;CAMPO GRANDE;TERUEL IPANEMA ESTÂNCIA;POUSO;POLICIAL;SUBSTANCIAL;0
45596;PTNKS;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;1;MONOMOTOR;1202;4;1977;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;3
45594;PTGQD;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;1;MONOMOTOR;1800;1;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
45589;PPSAM;AVIÃO;PILATUS;PC-12/47;PC12;TURBOÉLICE;1;MONOMOTOR;4760;8;2007;BRASIL;BRASIL;GOVERNADOR LUCAS NOGUEIRA GARCEZ (SBLN*);ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
45588;ECGLE;AVIÃO;AIRBUS INDUSTRIE;A340;***;JATO;2;BIMOTOR;237000;0;0;ESPANHA;ESPANHA;ADOLFO SUÁREZ MADRID–BARAJAS AIRPORT;ANTONIO CARLOS JOBIM / GALEÃO;DESCIDA;REGULAR;NENHUM;0
45587;PTUME;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2000;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;SUBSTANCIAL;0
45586;PTUIL;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1994;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
45585;PTUZW;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2011;BRASIL;BRASIL;14 BIS;14 BIS;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;1
45584;PRLLA;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2449;6;1981;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
45582;PTLNH;AVIÃO;BEECH AIRCRAFT;F33A;BE33;PISTÃO;1;MONOMOTOR;1542;5;1982;BRASIL;BRASIL;FAZENDA FONTANA;RONDONÓPOLIS;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
45580;PRCHO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
45579;PTEZU;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;7;1979;BRASIL;BRASIL;PARAÍSO DO TOCANTINS;BALSAS;POUSO;PRIVADA;SUBSTANCIAL;0
45576;PRGTN;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2007;BRASIL;BRASIL;CONGONHAS;SALGADO FILHO;POUSO;REGULAR;SUBSTANCIAL;0
45573;PTPTB;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;11;1999;BRASIL;BRASIL;FLORES;EDUARDO GOMES;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;1
45572;PTUHZ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
45571;PTYAK;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 BA;AS50;TURBOEIXO;1;MONOMOTOR;2100;6;1995;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;OUTRA FASE;POLICIAL;SUBSTANCIAL;0
45570;PRSRM;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;1;MONOMOTOR;1315;1;1965;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
45569;PTBHY;AVIÃO;CESSNA AIRCRAFT;180C;C180;PISTÃO;1;MONOMOTOR;1202;4;0;BRASIL;BRASIL;FORA DE AERODROMO;SÍTIO SANTA HELENA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
45564;PTUUJ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2007;BRASIL;BRASIL;FAZENDA SONORA ESTÂNCIA;FAZENDA SONORA ESTÂNCIA;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL;0
45554;PRPSK;AVIÃO;EMBRAER;EMB-145LR;E145;JATO;2;BIMOTOR;21990;54;2001;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;REGULAR;LEVE;0
45553;PRGUL;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2011;BRASIL;BRASIL;CONGONHAS;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
45529;PUGGA;ULTRALEVE;GLAUCO ANDRE MACHADO - ME;JABIRU J250;ULAC;PISTÃO;1;MONOMOTOR;700;2;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
45528;PTOFD;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;2;BIMOTOR;4967;8;1981;BRASIL;BRASIL;CONGONHAS;VAL DE CANS / JÚLIO CEZAR RIBEIRO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
45527;PTXAB;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;1;MONOMOTOR;1315;1;1975;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0
45526;PRSTO;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;1;MONOMOTOR;1814;1;1972;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;DESTRUÍDA;1
45525;PTWQY;AVIÃO;AIR TRACTOR;AT-401B;AT3P;PISTÃO;1;MONOMOTOR;2722;1;1999;BRASIL;BRASIL;FILIAL CAMPO FLORIDO;FILIAL CAMPO FLORIDO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
45524;PPGKQ;AVIÃO;PIPER AIRCRAFT;PA-18;PA18;PISTÃO;1;MONOMOTOR;680;2;1950;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45523;PTICG;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;1;MONOMOTOR;1179;4;1972;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;SUBSTANCIAL;0
45522;PPHOR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PAUL;PISTÃO;1;MONOMOTOR;660;2;1962;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;INSTRUÇÃO;SUBSTANCIAL;0
45490;PRLAB;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;2;BIMOTOR;2155;6;1996;BRASIL;BRASIL;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;FAZENDA NOVA CONCEIÇÃO;SUBIDA;PRIVADA;DESTRUÍDA;3
45487;PTLOU;AVIÃO;BEECH AIRCRAFT;95-B55;BE55;PISTÃO;2;BIMOTOR;2268;6;1982;BRASIL;BRASIL;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;BAIÃO;DECOLAGEM;TÁXI AÉREO;DESTRUÍDA;4
45470;PRWJS;AVIÃO;BOEING COMPANY;737-3Y0;B733;JATO;2;BIMOTOR;61234;156;1989;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
45469;PTHQX;HELICÓPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;1;MONOMOTOR;1452;5;1983;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0
45466;PTONX;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;2;BIMOTOR;2495;6;1979;BRASIL;BRASIL;FRANCISCO LACERDA JÚNIOR;ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;POUSO;PRIVADA;SUBSTANCIAL;0
45450;PRWJP;AVIÃO;BOEING COMPANY;737-3Q8;B733;JATO;2;BIMOTOR;63000;156;1994;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
45447;PRRHF;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;2;BIMOTOR;2948;8;1969;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45417;PTVNO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1990;BRASIL;BRASIL;TANGARÁ DA SERRA;MARECHAL RONDON;POUSO;PRIVADA;SUBSTANCIAL;0
45415;PROEA;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;1;MONOMOTOR;621;2;2005;BRASIL;BRASIL;JACAREPAGUÁ;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;SUBSTANCIAL;0
45414;PTIRJ;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1723;6;1973;BRASIL;BRASIL;SANTO ANTÔNIO DE LEVERGER;MARECHAL RONDON;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
45413;PPXRB;AVIÃO;***;ACROBATA;ZZZZ;PISTÃO;1;MONOMOTOR;1467;2;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;1
45412;PTUDH;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1988;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;AGRÍCOLA;DESTRUÍDA;2
45410;PTWBQ;AVIÃO;BEECH AIRCRAFT;B90;BE9L;TURBOÉLICE;2;BIMOTOR;4377;7;1969;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;POUSO;TÁXI AÉREO;DESTRUÍDA;0
45409;PRRGF;AVIÃO;BEECH AIRCRAFT;A36;BE36;PISTÃO;1;MONOMOTOR;1633;6;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;3
45408;PTGQT;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1977;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;AGRÍCOLA;SUBSTANCIAL;1
45407;PTUCL;AVIÃO;NEIVA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1986;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;SUBSTANCIAL;0
