codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
88412;PRTYQ;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;2;BIMOTOR;78000;189;2015;BRASIL;BRASIL;CONGONHAS;TANCREDO NEVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88411;PRDTV;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;1;MONOMOTOR;1134;3;2012;BRASIL;BRASIL;FAZENDA CRUZEIRO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88410;PSLBI;AVIÃO;AIRBUS INDUSTRIE;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;MÁRIO PEREIRA LOPES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
88408;PRJBE;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2012;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88407;PSAHL;HELICÓPTERO;BELL HELICOPTER;407;B407;TURBOEIXO;1;MONOMOTOR;2381;NULL;2023;BRASIL;BRASIL;HELISILVA;HEMMER;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88406;FGSPD;AVIÃO;BOEING COMPANY;777-200;B772;JATO;2;BIMOTOR;297500;0;0;FRANÇA;FRANÇA;GOVERNADOR ANDRÉ FRANCO MONTORO;CHARLES DE GAULLE;CRUZEIRO;REGULAR;NENHUM;0
88405;PTMXA;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2007;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;ORLANDO BEZERRA DE MENEZES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88404;PTVYM;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2012;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88403;PTCAA;AVIÃO;CESSNA AIRCRAFT;172D;C172;PISTÃO;1;MONOMOTOR;1043;4;1963;BRASIL;BRASIL;BARREIRINHAS;BARREIRINHAS;APROXIMAÇÃO FINAL;ESPECIALIZADA;SUBSTANCIAL;0
88402;PSFNX;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;1;MONOMOTOR;3629;NULL;2021;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
88400;PUECH;ULTRALEVE;EGIDIO CHINI;EXCEL CARGO;ULAC;PISTÃO;1;MONOMOTOR;750;2;2011;BRASIL;BRASIL;FORMOSA;FORMOSA;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA;0
88399;PPESV;AVIÃO;ISRAEL AIRCRAFT;G150;G150;JATO;2;BIMOTOR;11839;11;2012;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;PRIVADA;LEVE;0
88399;PSAAV;AVIÃO;GULFSTREAM;GV-SP;GLFS;JATO;2;BIMOTOR;41277;NULL;2007;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;TÁXI;PRIVADA;LEVE;0
88398;PRHBZ;HELICÓPTERO;EUROCOPTER;EC 130 B4;EC30;TURBOEIXO;1;MONOMOTOR;2427;8;2012;BRASIL;BRASIL;NÃO IDENTIFICADO;FORA DE AERODROMO;DECOLAGEM;POLICIAL;NENHUM;0
88397;PTLCE;AVIÃO;BEECH AIRCRAFT;E90;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;1981;BRASIL;BRASIL;FAZENDA AERO-AMIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TÁXI;PRIVADA;LEVE;0
88395;PTXXW;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;NULL;BRASIL;BRASIL;BLUMENAU;BLUMENAU;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
88394;PTORF;AVIÃO;BEECH AIRCRAFT;M35;BE35;PISTÃO;1;MONOMOTOR;1338;5;1960;BRASIL;BRASIL;BELÉM NOVO;BELÉM NOVO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88394;PTVNK;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1990;BRASIL;BRASIL;BELÉM NOVO;BELÉM NOVO;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM;0
88392;N856GT;AVIÃO;BOEING COMPANY;747-87UF;B748;JATO;2;BIMOTOR;442000;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;MIAMI INTERNATIONAL AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
88392;PTMUI;AVIÃO;BOEING;777-32WER;B77W;JATO;2;BIMOTOR;346544;384;2013;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;HEATHROW AIRPORT;DECOLAGEM;REGULAR;NENHUM;0
88391;EIHJN;AVIÃO;AIRBUS S.A.S;A330-941;A339;JATO;2;BIMOTOR;253000;0;0;ITÁLIA;ITÁLIA;GOVERNADOR ANDRÉ FRANCO MONTORO;EXTERIOR;OPERAÇÃO DE SOLO;REGULAR;LEVE;0
88390;PTUHD;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1992;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;LEVE;0
88389;PRAQN;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2013;BRASIL;BRASIL;EDUARDO GOMES;PORTO URUCU;SUBIDA;REGULAR;NENHUM;0
88388;PTMUG;AVIÃO;BOEING;777-32WER;B77W;JATO;2;BIMOTOR;346544;384;2012;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO HUMBERTO DELGADO;DECOLAGEM;REGULAR;NENHUM;0
88387;PSAES;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2023;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;AFONSO PENA;POUSO;REGULAR;NENHUM;0
88386;PRXBB;AVIÃO;AIRBUS;A320-273N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;AFONSO PENA;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88385;PSAEY;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;SANTA MARIA;VIRACOPOS;ESTACIONAMENTO;REGULAR;LEVE;0
88384;PRAQL;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2013;BRASIL;BRASIL;TANCREDO NEVES;CORONEL ALTINO MACHADO;SUBIDA;REGULAR;NENHUM;0
88383;PRAIW;AVIÃO;AIRBUS;A330-243;A332;JATO;2;BIMOTOR;230000;284;2002;BRASIL;BRASIL;VIRACOPOS;AEROPORTO HUMBERTO DELGADO;SUBIDA;REGULAR;NENHUM;0
88380;PRYRE;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;183;NULL;BRASIL;BRASIL;VIRACOPOS;SALGADO FILHO;DESCIDA;REGULAR;NENHUM;0
88379;PSGPI;AVIÃO;BOEING;B737-800;B738;JATO;2;BIMOTOR;78000;196;2022;BRASIL;BRASIL;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;REGULAR;LEVE;0
88378;PROTU;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2021;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88377;PROHZ;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;14;2014;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88376;PPCPD;HELICÓPTERO;BELL HELICOPTER;429;B429;TURBOEIXO;2;BIMOTOR;3402;8;2012;BRASIL;BRASIL;WORLD TRADE CENTER;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;POUSO;PRIVADA;NENHUM;0
88375;PRJBX;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2015;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;DESCIDA;REGULAR;NENHUM;0
88375;PSWJF;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;1;MONOMOTOR;1225;NULL;2025;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;DESCIDA;PRIVADA;NENHUM;0
88374;PRJAR;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2011;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;CRUZEIRO;REGULAR;NENHUM;0
88373;PSIBD;HELICÓPTERO;AGUSTA;AW119MKII;A119;TURBOEIXO;2;BIMOTOR;2850;NULL;2013;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;PORTO DE MOZ;SUBIDA;POLICIAL;LEVE;0
88372;PRTKK;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22800;73;2012;BRASIL;BRASIL;VIRACOPOS;REGIONAL DA ZONA DA MATA;POUSO;REGULAR;LEVE;0
88371;PRVOB;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1977;BRASIL;BRASIL;PARÁ DE MINAS;PARÁ DE MINAS;DECOLAGEM;REGULAR;LEVE;0
88370;PTMXL;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;231;2014;BRASIL;BRASIL;AFONSO PENA;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
88369;PSOAW;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;NULL;2025;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;NENHUM;0
88368;PSLVG;AVIÃO;RAYTHEON AIRCRAFT;400A;BE40;JATO;2;BIMOTOR;7393;NULL;2000;BRASIL;BRASIL;Big Master;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;PRIVADA;NENHUM;0
88367;PPAGO;AVIÃO;TEXTRON AVIATION;B300;B350;TURBOÉLICE;2;BIMOTOR;6804;NULL;2024;BRASIL;BRASIL;LAURO KURTZ;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;POUSO;PRIVADA;NENHUM;0
88367;PPJIB;AVIÃO;TEXTRON AVIATION;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;NULL;2024;BRASIL;BRASIL;SANTA FÉ DO SUL;CAMPO DE MARTE - SP;POUSO;PRIVADA;NENHUM;0
88365;PUHUM;ULTRALEVE;FASOR ADM.DE BENS;SEAMAX M22;ULAC;PISTÃO;1;MONOMOTOR;600;2;2009;BRASIL;BRASIL;CLUBE AERONÁUTICO AVARÉ;CLUBE AERONÁUTICO AVARÉ;POUSO;EXPERIMENTAL;LEVE;0
88364;CCBGP;AVIÃO;BOEING COMPANY;789;B789;JATO;2;BIMOTOR;252600;0;0;CHILE;CHILE;CHARLES DE GAULLE;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
88363;PRYRX;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;NULL;2018;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GUARARAPES - GILBERTO FREYRE;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88361;PRSEU;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;6800;14;2009;BRASIL;BRASIL;MINISTRO VICTOR KONDER;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
88360;PRTYU;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;2;BIMOTOR;78000;189;2015;BRASIL;BRASIL;PROFESSOR ERIBERTO MANOEL REINO;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;REGULAR;NENHUM;0
88359;PRFET;AVIÃO;RAYTHEON AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2495;6;2005;BRASIL;BRASIL;ESTADUAL DE CAMPOS DOS AMARAIS - PREFEITO FRANCISCO AMARAL;AMERICANA;DECOLAGEM;PRIVADA;LEVE;0
88358;PRGTE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;79000;194;2006;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AEROPUERTO INTERNACIONAL MINISTRO PISTARINI;CRUZEIRO;REGULAR;LEVE;0
88357;PSLBQ;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2025;BRASIL;BRASIL;SENADOR PETRÔNIO PORTELLA;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88356;CCBMA;AVIÃO;BOEING COMPANY;787-900;B789;JATO;2;BIMOTOR;254000;NULL;NULL;CHILE;CHILE;AEROPORTO INTERNACIONAL DE ORLANDO;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88355;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;***;NENHUM;0
88355;PRSDU;AVIÃO;BOEING;737-4B6;B734;JATO;2;BIMOTOR;68038;0;0;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA;REGULAR;NENHUM;0
88354;PTTME;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2010;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;DECOLAGEM;REGULAR;NENHUM;0
88353;PSHPM;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;1;MONOMOTOR;1225;NULL;2022;BRASIL;BRASIL;EXECUTIVO;FORA DE AERODROMO;POUSO;POLICIAL;SUBSTANCIAL;0
88350;PUTLW;ULTRALEVE;ITARO SARABANDA WALKER;TL-2000 STING;ULAC;PISTÃO;1;MONOMOTOR;600;2;2008;BRASIL;BRASIL;ANGRA DOS REIS;Ten. Brig. Ar Waldir de Vasconcelos;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88349;PTWAD;AVIÃO;AYRES CORPORATION;S-2R;SS2P;PISTÃO;1;MONOMOTOR;2722;1;1994;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88348;PRTOG;AVIÃO;TEXTRON AVIATION;B300;B350;TURBOÉLICE;2;BIMOTOR;6804;11;2018;BRASIL;BRASIL;MINISTRO VICTOR KONDER;COSTA ESMERALDA;POUSO;PRIVADA;LEVE;0
88347;PROOV;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2024;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;ESTACIONAMENTO;REGULAR;NENHUM;0
88345;PRFSZ;AVIÃO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;2004;BRASIL;BRASIL;CAMPO DE MARTE - SP;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88345;PTVEU;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1987;BRASIL;BRASIL;MÁRIO RIBEIRO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
88344;PRBGB;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2010;BRASIL;BRASIL;MARICÁ;AERÓDROMO NÃO CADASTRADO;SUBIDA;REGULAR;NENHUM;0
88343;PRDRD;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;1;MONOMOTOR;1134;4;2007;BRASIL;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;APROXIMAÇÃO FINAL;ESPECIALIZADA;LEVE;0
88342;PRMHW;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2008;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;SUBIDA;REGULAR;NENHUM;0
88341;PRAQR;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;TANCREDO NEVES;USIMINAS;SUBIDA;REGULAR;NENHUM;0
88340;PSLBG;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI;REGULAR;NENHUM;0
88339;PRMYX;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2012;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
88338;PSAEZ;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2024;BRASIL;BRASIL;TANCREDO NEVES;AFONSO PENA;SUBIDA;REGULAR;NENHUM;0
88337;PRGEH;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;65997;146;2007;BRASIL;BRASIL;CONGONHAS;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
88336;PSLBK;AVIÃO;AIRBUS S.A.S.;A321-271NX;A321;JATO;2;BIMOTOR;89000;0;2024;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
88336;PTLNI;AVIÃO;BEECH AIRCRAFT;A36;BE36;PISTÃO;1;MONOMOTOR;1656;6;1987;BRASIL;BRASIL;FAZ. ENCANTADO;MARECHAL RONDON;POUSO;PRIVADA;NENHUM;0
88335;PRYXB;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;77;2023;BRASIL;BRASIL;ESTADUAL DARIO GUARITA;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
88334;PSAEH;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2020;BRASIL;BRASIL;MARECHAL RONDON;PRESIDENTE JOÃO BATISTA FIGUEIREDO;POUSO;REGULAR;NENHUM;0
88333;PSSIL;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;NULL;2023;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88331;PRSDA;AVIÃO;RAYTHEON AIRCRAFT;C90GT;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;2006;BRASIL;BRASIL;ADALBERTO MENDES DA SILVA;LEITE LOPES;POUSO;REGULAR;LEVE;0
88330;PSOTZ;AVIÃO;LEARJET;55;LJ55;JATO;2;BIMOTOR;9752;NULL;1982;BRASIL;BRASIL;PLÁCIDO DE CASTRO;LEITE LOPES;CRUZEIRO;REGULAR;NENHUM;0
88328;PRZPE;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;2;BIMOTOR;2155;6;2002;BRASIL;BRASIL;MAJOR BRIGADEIRO DO AR RUI MOREIRA LIMA;FLY VILLAGE;POUSO;PRIVADA;LEVE;0
88326;PSGTR;AVIÃO;CIRRUS DESIGN;SR22T;SR22;PISTÃO;1;MONOMOTOR;1633;NULL;2024;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;JACAREPAGUÁ;POUSO;PRIVADA;NENHUM;0
88324;PRAEW;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;1;MONOMOTOR;3629;1;2013;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;LEVE;0
88323;PTMUH;AVIÃO;BOEING;777-32WER;B77W;JATO;2;BIMOTOR;346544;384;2012;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO HUMBERTO DELGADO;DECOLAGEM;REGULAR;NENHUM;0
88322;CCBGQ;AVIÃO;BOEING COMPANY;789;B789;JATO;2;BIMOTOR;253000;0;0;CHILE;CHILE;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO INTERNACIONAL DE ORLANDO;DECOLAGEM;REGULAR;NENHUM;0
88321;PRGIH;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;70080;153;2004;BRASIL;BRASIL;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
88320;PRVBQ;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;61461;147;2002;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;POUSO;REGULAR;NENHUM;0
88319;PSLBH;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;1;MONOMOTOR;89000;0;0;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
88318;PRGXT;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;70533;196;2014;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
88317;PTVFS;AVIÃO;NEIVA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;6;1989;BRASIL;BRASIL;MALBORO;MALBORO;CRUZEIRO;REGULAR;NENHUM;0
88316;N852GT;AVIÃO;BOEING COMPANY;747-800;B748;JATO;2;BIMOTOR;442000;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;MIAMI INTERNATIONAL AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88316;PRGGM;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2009;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88315;PTAOM;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;NULL;2014;BRASIL;BRASIL;FORA DE AERODROMO;PRIMAVERA DO LESTE;MANOBRA;AGRÍCOLA;SUBSTANCIAL;1
88314;PROOA;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2014;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;MARICÁ;CRUZEIRO;REGULAR;NENHUM;0
88313;PROHR;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;NULL;2014;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;TÁXI;REGULAR;NENHUM;0
88312;PSMSV;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;NULL;2015;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;MACAÉ/RIO DE JANEIRO - JOAQUIM DE AZEVEDO MANCEBO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88311;PROFC;HELICÓPTERO;AIRBUS HELICOPTERS;H160-B;H160;TURBOEIXO;2;BIMOTOR;6050;NULL;2025;BRASIL;BRASIL;CABO FRIO;NÃO IDENTIFICADO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
88310;PROOW;HELICÓPTERO;LEONARDO S.P.A;AW189;A189;TURBOEIXO;2;BIMOTOR;8600;NULL;2024;BRASIL;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;ESTACIONAMENTO;REGULAR;NENHUM;0
88309;PROTH;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;TURBOEIXO;2;BIMOTOR;7000;14;2021;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
88308;PTOIK;AVIÃO;CESSNA AIRCRAFT;182R;C182;PISTÃO;1;MONOMOTOR;1406;4;1982;BRASIL;BRASIL;FAZENDA SÃO MIGUEL;FAZENDA SANTA HELENA DO PANTANAL;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
88306;PRNBI;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;2;BIMOTOR;1905;NULL;1972;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;PRIVADA;LEVE;0
88305;PUDBL;ULTRALEVE;EVANDRO FLAVIO TROIAN;EVIAN;ULAC;PISTÃO;1;MONOMOTOR;604;2;2003;BRASIL;BRASIL;CATULEVE;CATULEVE;ARREMETIDA NO AR;EXPERIMENTAL;LEVE;0
88303;PTGVY;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1980;BRASIL;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
88302;PRGUM;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2011;BRASIL;BRASIL;REGIONAL HUGO CANTERGIANI;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
